
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Azulfidine, Tablet, 500 mg (NDC 0013-0102-50)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Azulfidine, Tablet, 500 mg (NDC 0013-0102-20)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Tablet, 500 mg (NDC 59762-0104-1)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Tablet, 500 mg (NDC 59762-0104-6)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Tablet, 500 mg (NDC 59762-5000-1)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Tablet, 500 mg (NDC 59762-5000-6)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Sulfasalazine Tablets, USP, Tablet, 500 mg (NDC 0093-3234-01)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Sulfasalazine Tablets, USP, Tablet, 500 mg (NDC 0093-3234-10)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Sulfasalazine Tablets, USP, Tablet, 500 mg (NDC 0093-3234-05)","Revised","05/21/2024","","","","","Gastroenterology","Resolved","05/21/2024","","04/24/2020","","","","","","",""
"Technetium TC-99M Pyrophosphate Kit Injection","Curium US LLC","888-744-1414","Technescan PYP, Injection, 11.9 mg/10 mL; 3.2 mg/10 mL (NDC 69945-094-20)","Reverified","07/16/2024","Unavailable","","","Shortage of an active ingredient","Medical Imaging","Current","","","12/27/2023","","","","","","",""
"Technetium TC-99M Pyrophosphate Kit Injection","Sun Pharmaceutical Industries, Inc.","800-818-4555","CIS-PYRO, Injection, 12 mg/10 mL (NDC 45567-0060-1)","Reverified","07/08/2024","Unavailable","Estimated return of supply: TBD","","Shortage of an active ingredient","Medical Imaging","Current","","","12/27/2023","","","","","","",""
"Technetium TC-99M Pyrophosphate Kit Injection","Sun Pharmaceutical Industries, Inc.","800-818-4555","CIS-PYRO, Injection, 12 mg/10 mL (NDC 45567-0060-2)","Reverified","07/08/2024","Unavailable","Estimated return of supply: TBD","","Shortage of an active ingredient","Medical Imaging","Current","","","12/27/2023","","","","","","",""
"Technetium Tc-99m Sodium Pertechnetate Generator","NorthStar Medical Radioisotopes, LLC","(844) 438-6659","RadioGenix® System, Generator, 7.5 Ci/7.5 Ci (NDC 71612-075-02)","New","10/17/2023","","The RadioGenix System is a technetium Tc 99m generator that produces Sodium Pertechnetate Tc 99m Injection, USP from a non-uranium potassium molybdate Mo-99 source solution, which is shielded within a source container that completely encases a vial containing 22-30 mL of solution; The company has made a business decision to discontinue production and distribution. The production date for the last batch of Mo-99 source vessels is October 30, 2023 with an expiration date of November 20, 2023.","","Discontinuation of the manufacture of the drug","Medical Imaging","To Be Discontinued","","10/17/2023","10/17/2023","","","","","","",""
"Technetium Tc-99m Sodium Pertechnetate Generator","NorthStar Medical Radioisotopes, LLC","(844) 438-6659","RadioGenix® System, Generator, 12 Ci/12 Ci (NDC 71612-120-02)","New","10/17/2023","","The RadioGenix System is a technetium Tc 99m generator that produces Sodium Pertechnetate Tc 99m Injection, USP from a non-uranium potassium molybdate Mo-99 source solution, which is shielded within a source container that completely encases a vial containing 22-30 mL of solution. The company has made a business decision to discontinue production and distribution. The production date for the last batch of Mo-99 source vessels is October 30, 2023 with an expiration date of November 20, 2023.","","Discontinuation of the manufacture of the drug","Medical Imaging","To Be Discontinued","","10/17/2023","10/17/2023","","","","","","",""
"Technetium Tc-99m Sodium Pertechnetate Generator","NorthStar Medical Radioisotopes, LLC","(844) 438-6659","RadioGenix® System, Generator, 19 Ci/19 Ci (NDC 71612-190-02)","New","10/17/2023","","The RadioGenix System is a technetium Tc 99m generator that produces Sodium Pertechnetate Tc 99m Injection, USP from a non-uranium potassium molybdate Mo-99 source solution, which is shielded within a source container that completely encases a vial containing 22-30 mL of solution. The company has made a business decision to discontinue production and distribution. The production date for the last batch of Mo-99 source vessels is October 30, 2023 with an expiration date of November 20, 2023.","","Discontinuation of the manufacture of the drug","Medical Imaging","To Be Discontinued","","10/17/2023","10/17/2023","","","","","","",""
"Technetium Tc-99m Sodium Pertechnetate Generator","NorthStar Medical Radioisotopes, LLC","(844) 438-6659","RadioGenix® System, Generator, 15 Ci/15 Ci (NDC 71612-150-02)","New","10/17/2023","","The RadioGenix System is a technetium Tc 99m generator that produces Sodium Pertechnetate Tc 99m Injection, USP from a non-uranium potassium molybdate Mo-99 source solution, which is shielded within a source container that completely encases a vial containing 22-30 mL of solution; The company has made a business decision to discontinue production and distribution. The production date for the last batch of Mo-99 source vessels is October 30, 2023 with an expiration date of November 20, 2023.","","Discontinuation of the manufacture of the drug","Medical Imaging","To Be Discontinued","","10/17/2023","10/17/2023","","","","","","",""
"Temazepam Capsule","Amneal Pharmaceuticals","866-525-7270","Capsule, 15 mg (NDC 65162-556-10)","New","04/30/2024","","Business-related decision to discontinue the product.","","","Psychiatry","To Be Discontinued","","04/30/2024","04/30/2024","","","","","","",""
"Temazepam Capsule","Amneal Pharmaceuticals","866-525-7270","Capsule, 15 mg (NDC 65162-556-50)","New","04/30/2024","","Business-related decision to discontinue the product.","","","Psychiatry","To Be Discontinued","","04/30/2024","04/30/2024","","","","","","",""
"Temazepam Capsule","Amneal Pharmaceuticals","866-525-7270","Capsule, 30 mg (NDC 65162-557-10)","New","04/30/2024","","Business-related decision to discontinue the product.","","","Psychiatry","To Be Discontinued","","04/30/2024","04/30/2024","","","","","","",""
"Temazepam Capsule","Amneal Pharmaceuticals","866-525-7270","Capsule, 30 mg (NDC 65162-557-50)","New","04/30/2024","","Business-related decision to discontinue the product.","","","Psychiatry","To Be Discontinued","","04/30/2024","04/30/2024","","","","","","",""
"Testosterone Gel, Metered","Endo Pharmaceuticals. Inc.","800-462-3636","Fortesta, Gel, Metered, 10 mg/.5 g (NDC 63481-183-18)","New","12/07/2023","","","","Discontinuation of the manufacture of the drug","Urology","To Be Discontinued","","12/07/2023","12/07/2023","","","","","","",""
"Testosterone Gel, Metered","Endo Pharmaceuticals. Inc.","800-462-3636","Fortesta, Gel, Metered, 10 mg/.5 g (NDC 63481-183-17)","New","12/07/2023","","","","Discontinuation of the manufacture of the drug","Urology","To Be Discontinued","","12/07/2023","12/07/2023","","","","","","",""
"Testosterone Gel, Metered","Endo Pharmaceuticals. Inc.","800-462-3636","Fortesta, Gel, Metered, 10 mg/.5 g (NDC 63481-183-16)","New","12/07/2023","","","","Discontinuation of the manufacture of the drug","Urology","To Be Discontinued","","12/07/2023","12/07/2023","","","","","","",""
"Testosterone Gel, Metered","Endo Pharmaceuticals. Inc.","800-828-9393, option 5, then option 2","Fortesta, Gel, Metered, 10 mg/.5 g (NDC 0603-7831-88)","New","08/25/2023","","","","","Urology","To Be Discontinued","08/25/2023","08/25/2023","08/25/2023","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Zepbound, Injection, 5 mg/.5 mL (NDC 0002-2495-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Zepbound, Injection, 12.5 mg/.5 mL (NDC 0002-2460-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Zepbound, Injection, 2.5 mg/.5 mL (NDC 0002-2506-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Zepbound, Injection, 7.5 mg/.5 mL (NDC 0002-2484-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Zepbound, Injection, 10 mg/.5 mL (NDC 0002-2471-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Zepbound, Injection, 15 mg/.5 mL (NDC 0002-2457-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Mounjaro, Injection, 10 mg/.5 mL (NDC 0002-1471-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Mounjaro, Injection, 2.5 mg/.5 mL (NDC 0002-1506-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Mounjaro, Injection, 7.5 mg/.5 mL (NDC 0002-1484-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Mounjaro, Injection, 12.5 mg/.5 mL (NDC 0002-1460-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Mounjaro, Injection, 15 mg/.5 mL (NDC 0002-1457-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Tirzepatide Injection","Eli Lilly and Co.","800-545-5979","Mounjaro, Injection, 5 mg/.5 mL (NDC 0002-1495-80)","Revised","08/02/2024","Available","","","","Endocrinology/Metabolism","Current","","","12/15/2022","","","","","","",""
"Triamcinolone Acetonide Injection","Harrow Eye, LLC","(615) 733-4734","Triesence, Injection, 40 mg/1 mL (NDC 0065-0543-01)","Reverified","07/15/2024","Unavailable","Estimated shortage duration: 3-18 months. There are no therapeutic equivalents.","","Requirements related to complying with good manufacturing practices","Ophthalmology","Current","","","09/27/2021","","","","","","",""
"Triamcinolone Hexacetonide Injection","Medexus","1-855-336-3322 Option 9","Hexatrione, Injection, 40 mg/2 mL (NDC 59137-570-01)","Reverified","12/19/2023","Unavailable","","","Delay in shipping of the drug","Rheumatology","Current","","","05/04/2021","","","","","https://www.fda.gov/media/154709/download","",""
"Triazolam Tablet","Pfizer Inc.","844-646-4398","Halcion, Tablet, .25 mg (NDC 0009-0017-55)","New","06/27/2024","","","","","Psychiatry","To Be Discontinued","","06/27/2024","06/27/2024","","","","","","",""
"Triazolam Tablet","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Tablet, .125 mg (NDC 0054-4858-25)","New","01/30/2024","","","","","Psychiatry","To Be Discontinued","","01/30/2024","01/30/2024","","","","","","",""
"Triazolam Tablet","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Tablet, .25 mg (NDC 0054-4859-25)","New","01/30/2024","","","","","Psychiatry","To Be Discontinued","","01/30/2024","01/30/2024","","","","","","",""
"Triazolam Tablet","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Tablet, .25 mg (NDC 0054-4859-29)","New","01/30/2024","","","","","Psychiatry","To Be Discontinued","","01/30/2024","01/30/2024","","","","","","",""
"Trimethobenzamide Hydrochloride Capsule","Avet Pharmaceuticals, Inc.","855-228-9470","Capsule, 300 mg (NDC 62135-773-30)","Revised","02/27/2024","","","Available. Marketed by Chartwell Pharmaceuticals. To order call, 845-268-5000 Ext. 510.","","Gastroenterology","Resolved","","","02/16/2021","","","","","","",""
"Valproate Sodium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Valproate Sodium Injection, USP, Injection, 500 mg/5 mL (NDC 0143-9785-10)","Reverified","07/25/2024","Available","Additional lots will be scheduled for manufacturing. Product will be made available as it is released.","","","Neurology","Current","","","12/30/2020","","","","","","",""
"Valproate Sodium Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 100 mg/1 mL (NDC 63323-494-05)","Reverified","08/02/2024","Available","Check wholesalers for inventory","","","Neurology","Current","","","12/30/2020","","","","","","",""
"Valproate Sodium Injection","Sagent Pharmaceuticals","866-625-1618","Injection, 100 mg/mL, 5 mL (NDC 70860-784-41)","Revised","01/09/2024","","No longer ordering APD NDC","","Discontinuation of the manufacture of the drug","Neurology","To Be Discontinued","01/09/2024","01/09/2024","12/30/2020","","","","","","",""
"Vecuronium Bromide Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Vecuronium Bromide, Injection, 1 mg/1 mL (NDC 0409-1632-01)","Revised","03/22/2024","","","","","Anesthesia","To Be Discontinued","03/22/2024","03/22/2024","05/06/2020","","","","","","",""
"Vecuronium Bromide Injection","Mylan Institutional, a Viatris Company","800-796-9526","Injection, 1 mg/1 mL (NDC 67457-438-10)","Reverified","07/18/2024","Unavailable","Re-supply in July 2024.","","Demand increase for the drug","Anesthesia","Current","","","05/06/2020","","","","","","",""
"Vecuronium Bromide Injection","Mylan Institutional, a Viatris Company","800-796-9526","Injection, 1 mg/1 mL (NDC 67457-475-20)","Reverified","07/18/2024","Available","","","","Anesthesia","Current","","","05/06/2020","","","","","","",""
"Vecuronium Bromide Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 1 mg/1 mL (NDC 63323-781-10)","Revised","03/22/2024","","","","","Anesthesia","To Be Discontinued","03/22/2024","03/22/2024","05/06/2020","","","","","","",""
"Vecuronium Bromide Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 1 mg/1 mL (NDC 63323-782-20)","Revised","03/22/2024","","","","","Anesthesia","To Be Discontinued","03/22/2024","03/22/2024","05/06/2020","","","","","","",""
"Vecuronium Bromide Injection","Sun Pharmaceutical Industries, Inc.","800-818-4555","Vecuronium Bromide, Injection, 1 mg/1 mL (NDC 47335-931-44)","Reverified","07/08/2024","Limited Availability","","","Demand increase for the drug","Anesthesia","Current","","","05/06/2020","","","","","","",""
